XPath,300.1.xml,300.2.xml,74.1.xml,75.1.xml,75.2.xml,9030.1.xml,9030.2.xml,9030.3.xml
/eml:eml/@packageId,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@scope,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@system,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0
/eml:eml/access/@authSystem,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@order,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@scope,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/permission,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/access/allow/principal,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@id,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/abstract,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/abstract/para,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0
/eml:eml/dataset/additionalInfo,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/additionalInfo/section/para,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
/eml:eml/dataset/additionalInfo/section/para/itemizedlist/listitem/para/literalLayout,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0
/eml:eml/dataset/additionalInfo/section/para/literalLayout,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
/eml:eml/dataset/additionalInfo/section/para/orderedlist/listitem/para,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/para/orderedlist/listitem/para/ulink,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/title,1.0,0.0,1.0,2.0,1.0,3.0,3.0,3.0
/eml:eml/dataset/associatedParty,0.0,0.0,5.0,5.0,5.0,0.0,0.0,4.0
/eml:eml/dataset/associatedParty/address/administrativeArea,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/city,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/country,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/deliveryPoint,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/postalCode,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/individualName/givenName,0.0,0.0,4.0,5.0,5.0,0.0,0.0,4.0
/eml:eml/dataset/associatedParty/individualName/surName,0.0,0.0,5.0,5.0,5.0,0.0,0.0,4.0
/eml:eml/dataset/associatedParty/organizationName,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/role,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0
/eml:eml/dataset/contact,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
