XPath,VCR_2005_EML,VCR_2006_EML,VCR_2007_EML,VCR_2008_EML,VCR_2009_EML,VCR_2010_EML,VCR_2011_EML,VCR_2012_EML,VCR_2013_EML,VCR_2014_EML,VCR_2015_EML,VCR_2016_EML,VCR_2017_EML,VCR_2018_EML
/eml:eml/dataset/creator/address/@scope,0.85,0.62,0.48,0.8,0.83,1.67,0.42,0.18,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,1.35,1.64,1.8,2.2,1.88,5.0,1.17,1.53,2.43,1.4,1.53,1.67,1.61,1.44
/eml:eml/dataset/creator/address/city,1.35,1.64,1.8,2.2,1.88,5.0,1.17,1.53,2.43,1.4,1.53,1.67,1.61,1.44
/eml:eml/dataset/creator/address/country,0.74,0.58,1.6,0.4,0.64,3.0,0.92,0.84,1.43,1.13,0.84,1.02,0.91,0.85
/eml:eml/dataset/creator/address/deliveryPoint,1.35,1.64,2.0,2.2,1.88,5.0,1.17,1.53,2.43,1.47,1.54,1.68,1.61,1.45
/eml:eml/dataset/creator/address/postalCode,1.35,1.64,1.44,2.2,1.88,5.0,1.17,1.49,2.29,0.87,1.48,1.64,1.57,1.34
/eml:eml/dataset/creator/electronicMailAddress,1.36,1.74,2.36,2.2,1.86,5.0,0.67,1.67,2.29,1.03,1.54,1.85,1.67,1.51
/eml:eml/dataset/creator/individualName/givenName,1.69,1.94,2.76,2.25,1.91,10.0,0.75,1.67,2.57,1.0,1.89,2.24,1.87,1.86
/eml:eml/dataset/creator/individualName/salutation,0.56,0.74,0.2,1.95,1.09,3.0,0.67,0.73,0.86,0.23,0.53,0.57,0.74,0.51
/eml:eml/dataset/creator/individualName/surName,1.7,1.94,2.76,2.25,1.91,10.0,0.75,1.75,2.57,1.73,1.95,2.28,1.87,1.93
/eml:eml/dataset/creator/onlineUrl,0.01,0.04,0.0,0.0,0.05,0.0,0.42,0.03,0.0,0.0,0.01,0.0,0.0,0.01
/eml:eml/dataset/creator/organizationName,0.01,0.04,0.0,0.0,0.05,0.0,0.42,0.03,0.0,0.0,0.01,0.0,0.0,0.01
/eml:eml/dataset/creator/phone,2.44,2.86,3.2,4.0,3.4,8.0,1.67,2.38,4.14,1.33,2.51,2.84,2.69,2.16
/eml:eml/dataset/creator/phone/@phonetype,2.44,2.86,3.2,4.0,3.4,8.0,1.67,2.38,4.14,1.33,2.51,2.84,2.69,2.16
/eml:eml/dataset/creator/userId,0.6,1.16,1.32,1.7,1.28,4.17,0.58,1.53,2.14,0.83,1.48,2.36,2.07,1.96
/eml:eml/dataset/creator/userId/@directory,0.6,1.16,1.32,1.7,1.28,4.17,0.58,1.53,2.14,0.83,1.48,2.36,2.07,1.96
/eml:eml/dataset/dataTable/@scope,0.55,0.3,0.24,0.3,0.36,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/alternateIdentifier,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.01,0.0,0.0,0.16,0.81,0.96,0.87
/eml:eml/dataset/dataTable/attributeList/attribute/@id,10.0,9.9,92.4,12.25,12.55,0.0,8.0,9.03,1.0,1.3,10.7,13.29,14.33,12.78
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,6.21,3.48,40.44,4.5,5.35,0.0,2.67,1.04,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,10.0,9.9,92.4,12.25,12.55,0.0,8.0,9.03,1.0,1.3,10.7,13.29,14.33,12.78
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,10.0,9.9,92.4,12.25,12.55,0.0,8.0,9.03,1.0,1.3,10.7,13.29,14.33,12.78
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,10.0,9.9,92.4,12.25,12.55,0.0,8.0,9.03,1.0,1.3,10.7,13.29,14.33,12.78
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,2.35,1.36,0.64,0.8,0.95,0.0,0.0,2.71,0.29,0.5,2.36,2.1,2.17,2.48
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,2.35,1.36,0.64,0.8,0.95,0.0,0.0,2.71,0.29,0.5,2.36,2.1,2.17,2.48
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,3.58,2.7,89.8,3.6,4.5,0.0,0.0,3.26,0.57,0.43,4.65,5.74,3.89,4.91
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,3.58,2.7,89.8,3.6,4.5,0.0,0.0,3.26,0.57,0.43,4.65,5.74,3.89,4.91
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,5.44,5.9,90.48,5.65,5.29,0.0,6.0,3.53,0.57,0.77,6.68,8.8,9.87,9.69
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,5.44,5.9,90.48,5.65,5.29,0.0,6.0,3.53,0.57,0.77,6.68,8.8,9.87,9.69
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,1.09,1.42,0.44,0.85,0.76,0.0,0.0,0.41,0.29,0.4,1.0,1.05,1.61,0.77
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,5.69,3.28,1.68,7.15,3.36,0.0,0.0,1.87,1.86,1.27,4.28,4.07,6.06,3.22
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,5.69,3.28,1.68,7.15,3.36,0.0,0.0,1.87,1.86,1.27,4.28,4.07,6.06,3.22
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,3.47,2.58,1.48,5.75,6.51,0.0,2.0,5.09,0.14,0.13,3.01,3.44,2.85,1.7
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/para,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/para/superscript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/section/para,0.29,0.04,0.08,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/section/para/superscript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/section/section/para,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/section/section/para/emphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/section/section/para/literalLayout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/section/section/para/superscript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/method/methodStep/description/section/section/title,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para,1.18,0.22,0.4,0.6,0.61,0.0,0.0,1.21,0.43,0.4,1.52,1.67,1.35,1.64
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para/literalLayout,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para/superscript,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/para/literalLayout,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.01
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section/para,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.09,0.05
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section/para/emphasis,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.01
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section/para/superscript,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.01
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/section/title,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.04,0.02
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/section/title,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.01
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,4.19,0.72,90.0,0.2,0.52,0.0,0.0,1.52,0.0,0.27,4.15,5.5,5.24,4.11
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,4.19,0.72,90.0,0.2,0.52,0.0,0.0,1.52,0.0,0.27,4.15,5.5,5.24,4.11
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,10.0,9.9,92.4,12.25,12.55,0.0,8.0,9.03,1.0,1.3,10.7,13.29,14.33,12.78
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,10.0,9.9,92.4,12.25,12.55,0.0,8.0,9.03,1.0,1.3,10.7,13.29,14.33,12.78
/eml:eml/dataset/dataTable/entityDescription,0.88,0.72,0.8,0.8,0.8,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/entityName,0.88,0.72,0.8,0.8,0.8,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/@scope,0.55,0.3,0.24,0.3,0.36,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/authentication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
/eml:eml/dataset/dataTable/physical/characterEncoding,0.88,0.72,0.8,0.8,0.8,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.88,0.72,0.8,0.8,0.8,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/complex/textFixed/fieldStartColumn,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.08,1.71,1.78,2.12
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/complex/textFixed/fieldWidth,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.08,1.71,1.78,2.12
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/complex/textFixed/lineNumber,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,2.08,1.71,1.78,2.12
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.62,0.64,0.72,0.65,0.68,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.62,0.64,0.72,0.65,0.68,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/physicalLineDelimiter,0.46,0.44,0.64,0.65,0.57,0.0,0.5,0.8,0.14,0.17,0.79,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.46,0.44,0.64,0.65,0.57,0.0,0.5,0.8,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.55,0.72,0.8,0.8,0.8,0.0,0.5,0.83,0.14,0.07,0.6,0.68,0.85,0.67
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/literalCharacter,0.55,0.72,0.8,0.8,0.8,0.0,0.5,0.83,0.14,0.07,0.6,0.68,0.85,0.67
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.55,0.72,0.8,0.8,0.8,0.0,0.5,0.83,0.14,0.07,0.6,0.68,0.85,0.67
/eml:eml/dataset/dataTable/physical/distribution/@scope,0.38,0.24,0.16,0.15,0.33,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/access/@authSystem,0.71,0.66,0.72,0.65,0.77,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/distribution/access/@order,0.71,0.66,0.72,0.65,0.77,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/distribution/access/@scope,0.38,0.24,0.16,0.15,0.33,0.0,0.17,0.12,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/physical/distribution/access/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/distribution/access/allow/permission,1.42,1.32,1.44,1.3,1.53,0.0,1.0,1.65,0.29,0.33,1.6,1.63,1.93,1.74
/eml:eml/dataset/dataTable/physical/distribution/access/allow/principal,1.42,1.32,1.44,1.3,1.53,0.0,1.0,1.65,0.29,0.33,1.6,1.63,1.93,1.74
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.71,0.66,0.72,0.65,0.77,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.71,0.66,0.72,0.65,0.77,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/objectName,0.88,0.72,0.8,0.8,0.8,0.0,0.5,0.83,0.14,0.17,0.8,0.81,0.96,0.87
/eml:eml/dataset/dataTable/physical/size,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
/eml:eml/dataset/distribution/@scope,0.19,0.1,0.08,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url,0.19,0.1,0.08,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/distribution/online/url/@function,0.19,0.1,0.08,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/para,5.05,5.0,5.0,5.25,5.09,5.0,5.0,5.19,5.0,5.73,5.11,5.07,5.06,2.12
/eml:eml/dataset/intellectualRights/section/para/emphasis,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/intellectualRights/section/para/orderedlist/listitem/para,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0
/eml:eml/dataset/intellectualRights/section/section/para,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/intellectualRights/section/title,1.07,1.0,1.0,1.25,1.09,1.0,1.0,1.18,1.0,1.37,1.08,1.05,1.06,1.08
/eml:eml/dataset/keywordSet/keyword,4.96,4.46,4.56,6.4,4.5,4.0,3.5,5.21,5.86,5.97,5.16,4.92,5.2,5.48
/eml:eml/dataset/keywordSet/keyword/@keywordType,4.96,4.46,4.56,6.4,4.5,4.0,3.5,5.21,5.86,5.97,5.16,4.92,5.2,5.48
/eml:eml/dataset/keywordSet/keywordThesaurus,1.0,1.32,1.52,1.7,1.36,0.83,1.33,1.43,1.86,0.6,1.48,1.54,1.65,1.49
/eml:eml/dataset/maintenance/description/para,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/maintenance/maintenanceUpdateFrequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/@scope,0.62,0.4,0.28,0.3,0.45,0.33,0.42,0.13,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/@scope,0.62,0.4,0.28,0.3,0.45,0.33,0.42,0.13,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/phone,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/metadataProvider/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
/eml:eml/dataset/methods/methodStep/description/para,3.15,1.42,1.44,0.9,19.97,6.0,0.0,1.54,5.86,7.27,6.0,7.29,1.54,6.55
/eml:eml/dataset/methods/methodStep/description/para/emphasis,1.18,0.12,0.2,0.3,0.37,0.0,0.0,0.4,1.0,0.1,0.4,0.46,0.48,1.7
/eml:eml/dataset/methods/methodStep/description/para/itemizedlist/listitem/para,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.2,0.17,0.04,0.0,0.1
/eml:eml/dataset/methods/methodStep/description/para/literalLayout,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.03,0.05,0.0,0.03
/eml:eml/dataset/methods/methodStep/description/para/orderedlist/listitem/para,0.89,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.08,0.15,0.3,0.99
/eml:eml/dataset/methods/methodStep/description/para/superscript,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
/eml:eml/dataset/methods/methodStep/description/section/para,0.48,0.04,0.12,2.8,2.38,0.0,0.0,0.0,0.0,0.1,0.01,0.03,0.0,0.02
/eml:eml/dataset/methods/methodStep/description/section/para/emphasis,0.22,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/para/itemizedlist/listitem/para,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/para/literalLayout,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/para/orderedlist/listitem/para,0.53,0.0,0.0,1.6,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/para/superscript,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/section/para,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.03,0.0,0.02
/eml:eml/dataset/methods/methodStep/description/section/section/para/emphasis,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/section/para/orderedlist/listitem/para,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/methods/methodStep/description/section/section/title,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.01
/eml:eml/dataset/methods/methodStep/description/section/title,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.01
/eml:eml/dataset/otherEntity/@scope,0.13,0.12,0.32,0.05,0.18,0.33,0.25,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/alternateIdentifier,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.43,0.0,0.14,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/entityDescription,0.3,0.42,1.56,0.8,0.48,1.0,0.5,0.61,2.43,0.63,0.51,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/entityName,0.32,0.46,1.56,0.8,0.48,1.0,0.5,0.61,2.43,0.63,0.51,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/entityType,0.32,0.46,1.56,0.8,0.48,1.0,0.5,0.61,2.43,0.63,0.51,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/physical/@scope,0.11,0.08,0.32,0.05,0.17,0.33,0.25,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/authentication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
/eml:eml/dataset/otherEntity/physical/characterEncoding,0.3,0.42,1.56,0.8,0.48,1.0,0.5,0.61,2.43,0.63,0.51,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,0.3,0.42,1.56,0.8,0.48,1.0,0.5,0.61,2.43,0.63,0.51,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/physical/distribution/@scope,0.11,0.08,0.32,0.05,0.17,0.33,0.25,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/distribution/access/@authSystem,0.3,0.42,1.56,0.8,0.48,1.0,0.5,0.61,2.43,0.63,0.51,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/physical/distribution/access/@order,0.3,0.42,1.56,0.8,0.48,1.0,0.5,0.61,2.43,0.63,0.51,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/physical/distribution/access/@scope,0.11,0.08,0.32,0.05,0.17,0.33,0.25,0.03,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/otherEntity/physical/distribution/access/@system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/physical/distribution/access/allow/permission,0.6,0.84,3.12,1.6,0.95,2.0,1.0,1.21,4.86,1.27,1.02,1.18,0.41,0.89
/eml:eml/dataset/otherEntity/physical/distribution/access/allow/principal,0.6,0.84,3.12,1.6,0.95,2.0,1.0,1.21,4.86,1.27,1.02,1.18,0.41,0.89
/eml:eml/dataset/otherEntity/physical/distribution/online/url,0.3,0.42,1.56,0.8,0.48,1.0,0.5,0.61,2.43,0.63,0.51,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,0.3,0.42,1.56,0.8,0.48,1.0,0.5,0.61,2.43,0.63,0.51,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/physical/objectName,0.3,0.42,1.56,0.8,0.48,1.0,0.5,0.61,2.43,0.63,0.51,0.59,0.2,0.44
/eml:eml/dataset/otherEntity/physical/size,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
/eml:eml/dataset/project/@id,0.32,0.08,0.16,0.55,0.3,0.0,0.5,0.5,0.14,0.1,0.5,0.46,0.56,0.46
/eml:eml/dataset/project/@scope,0.46,0.02,0.04,0.3,0.21,0.0,0.17,0.11,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/abstract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
/eml:eml/dataset/project/abstract/para,0.33,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08
/eml:eml/dataset/project/abstract/para/emphasis,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/abstract/section/para,0.26,0.0,0.0,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/abstract/section/para/emphasis,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/@scope,0.46,0.02,0.04,0.3,0.21,0.0,0.17,0.11,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/@scope,0.46,0.02,0.04,0.3,0.21,0.0,0.17,0.11,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/project/personnel/address/administrativeArea,0.72,0.1,0.2,0.75,0.45,0.0,0.5,0.57,0.14,0.1,0.5,0.46,0.56,0.46
/eml:eml/dataset/project/personnel/address/city,0.72,0.1,0.2,0.75,0.45,0.0,0.5,0.57,0.14,0.1,0.5,0.46,0.56,0.46
/eml:eml/dataset/project/personnel/address/country,0.34,0.0,0.2,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.19,0.28,0.28,0.2
/eml:eml/dataset/project/personnel/address/deliveryPoint,0.72,0.1,0.2,0.75,0.45,0.0,0.5,0.57,0.14,0.1,0.5,0.46,0.56,0.46
/eml:eml/dataset/project/personnel/address/postalCode,0.72,0.1,0.2,0.75,0.45,0.0,0.5,0.57,0.14,0.1,0.5,0.46,0.56,0.44
