XPath,210.1.xml,210.2.xml,210.3.xml,210.5.xml,210.8.xml,213.1.xml,216.1.xml
/eml:eml/@packageId,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@system,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/eml:eml/access/@authSystem,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@order,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/permission,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/access/allow/principal,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/additionalMetadata/metadata/localtags/projectId,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/additionalMetadata/metadata/localtags/system,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/localtags/weight,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.0,0.0,0.0,0.0,0.0,0.0,3.0
/eml:eml/dataset/@id,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/@system,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/abstract,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/abstract/para,1.0,1.0,1.0,1.0,6.0,3.0,1.0
/eml:eml/dataset/alternateIdentifier,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/contact,2.0,2.0,2.0,2.0,3.0,2.0,2.0
/eml:eml/dataset/contact/@id,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,2.0,2.0,2.0,2.0,3.0,2.0,2.0
/eml:eml/dataset/contact/address/postalCode,2.0,2.0,2.0,2.0,3.0,2.0,2.0
/eml:eml/dataset/contact/electronicMailAddress,2.0,2.0,2.0,2.0,3.0,2.0,2.0
/eml:eml/dataset/contact/individualName/givenName,1.0,1.0,1.0,1.0,2.0,1.0,1.0
/eml:eml/dataset/contact/individualName/surName,1.0,1.0,1.0,1.0,2.0,1.0,1.0
/eml:eml/dataset/contact/onlineUrl,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/phone,2.0,2.0,2.0,2.0,4.0,2.0,2.0
/eml:eml/dataset/contact/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/contact/positionName,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/userId,1.0,1.0,1.0,1.0,2.0,1.0,1.0
/eml:eml/dataset/contact/userId/@directory,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage,4.0,4.0,4.0,4.0,7.0,2.0,3.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,4.0,4.0,4.0,4.0,6.0,2.0,3.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.0,0.0,0.0,0.0,1.0,0.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.0,0.0,0.0,0.0,1.0,0.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.0,0.0,0.0,0.0,1.0,0.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,4.0,4.0,4.0,4.0,6.0,2.0,3.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,4.0,4.0,4.0,4.0,6.0,2.0,3.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,4.0,4.0,4.0,4.0,6.0,2.0,3.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,4.0,4.0,4.0,4.0,6.0,2.0,3.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,4.0,4.0,4.0,4.0,7.0,2.0,3.0
/eml:eml/dataset/coverage/temporalCoverage,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator,4.0,4.0,4.0,4.0,14.0,2.0,4.0
/eml:eml/dataset/creator/address/administrativeArea,1.0,1.0,1.0,1.0,2.0,1.0,1.0
/eml:eml/dataset/creator/address/city,2.0,2.0,2.0,2.0,5.0,1.0,1.0
/eml:eml/dataset/creator/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,2.0,2.0,2.0,2.0,7.0,1.0,1.0
/eml:eml/dataset/creator/address/postalCode,2.0,2.0,2.0,2.0,6.0,1.0,1.0
/eml:eml/dataset/creator/electronicMailAddress,4.0,4.0,4.0,4.0,12.0,2.0,2.0
/eml:eml/dataset/creator/individualName/givenName,2.0,2.0,2.0,2.0,6.0,1.0,2.0
/eml:eml/dataset/creator/individualName/salutation,1.0,1.0,1.0,1.0,1.0,0.0,0.0
/eml:eml/dataset/creator/individualName/surName,2.0,2.0,2.0,2.0,6.0,1.0,2.0
/eml:eml/dataset/creator/phone,4.0,4.0,4.0,4.0,9.0,2.0,2.0
/eml:eml/dataset/creator/phone/@phonetype,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/creator/userId,2.0,2.0,2.0,2.0,5.0,1.0,1.0
/eml:eml/dataset/creator/userId/@directory,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,0.0,0.0,0.0,0.0,0.0,0.0,7.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,0.0,0.0,0.0,0.0,0.0,0.0,7.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,0.0,0.0,0.0,0.0,0.0,0.0,7.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,0.0,0.0,0.0,0.0,0.0,0.0,7.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,0.0,0.0,0.0,0.0,0.0,0.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,0.0,0.0,0.0,0.0,0.0,0.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.0,0.0,0.0,0.0,0.0,0.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.0,0.0,0.0,0.0,0.0,0.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.0,0.0,0.0,0.0,0.0,0.0,7.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,0.0,0.0,0.0,0.0,0.0,7.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para,0.0,0.0,0.0,0.0,0.0,0.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,0.0,0.0,0.0,0.0,0.0,0.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/entityDescription,0.0,0.0,0.0,0.0,0.0,0.0,2.0
/eml:eml/dataset/dataTable/entityName,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/characterEncoding,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat,0.0,0.0,0.0,0.0,0.0,0.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/physicalLineDelimiter,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/literalCharacter,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@authSystem,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/@order,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/permission,0.0,0.0,0.0,0.0,0.0,0.0,2.0
/eml:eml/dataset/dataTable/physical/distribution/access/allow/principal,0.0,0.0,0.0,0.0,0.0,0.0,2.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/intellectualRights/section/para,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/eml:eml/dataset/intellectualRights/section/para/emphasis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights/section/para/orderedlist/listitem/para,6.0,6.0,6.0,6.0,6.0,6.0,6.0
