Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,2017_EML,27,27,1.00,100.00%
Abstract,2017_EML,27,27,1.00,100.00%
Attribute Definition,2017_EML,522,26,19.33,96.30%
Attribute List,2017_EML,42,26,1.56,96.30%
Author,2017_EML,77,27,2.85,100.00%
Author / Originator,2017_EML,77,27,2.85,100.00%
Author / Originator Identifier,2017_EML,13,5,0.48,18.52%
Author / Originator World Wide Web Address,2017_EML,75,27,2.78,100.00%
Bounding Box,2017_EML,169,27,6.26,100.00%
Distribution Format,2017_EML,26,26,0.96,96.30%
Easternmost Longitude,2017_EML,169,27,6.26,100.00%
End Time,2017_EML,27,27,1.00,100.00%
Entity Type Definition,2017_EML,42,26,1.56,96.30%
Entity and Attribute Information,2017_EML,42,26,1.56,96.30%
Keyword,2017_EML,588,27,21.78,100.00%
Keyword Type,2017_EML,14,5,0.52,18.52%
Keyword Vocabulary,2017_EML,142,27,5.26,100.00%
Metadata Access Constraints,2017_EML,27,27,1.00,100.00%
Metadata Use Constraints,2017_EML,27,27,1.00,100.00%
Northernmost Latitude,2017_EML,168,27,6.22,100.00%
Organization Name,2017_EML,54,27,2.00,100.00%
Originating Organization,2017_EML,27,27,1.00,100.00%
Parent Identifier,2017_EML,22,22,0.81,81.48%
Place Keyword,2017_EML,12,4,0.44,14.81%
Process Step,2017_EML,27,27,1.00,100.00%
Project Description,2017_EML,27,27,1.00,100.00%
Project Name,2017_EML,75,27,2.78,100.00%
Publication Date,2017_EML,27,27,1.00,100.00%
Publisher,2017_EML,27,27,1.00,100.00%
Related Resource Citation,2017_EML,27,27,1.00,100.00%
Related Resource Identifier,2017_EML,22,22,0.81,81.48%
Resource Access Constraints,2017_EML,27,27,1.00,100.00%
Resource Contact,2017_EML,27,27,1.00,100.00%
Resource Creation/Revision Date,2017_EML,27,27,1.00,100.00%
Resource Distribution,2017_EML,27,27,1.00,100.00%
Resource Format,2017_EML,26,26,0.96,96.30%
Resource Identifier,2017_EML,27,27,1.00,100.00%
Resource Identifier Type,2017_EML,27,27,1.00,100.00%
Resource Language,2017_EML,27,27,1.00,100.00%
Resource Lineage,2017_EML,27,27,1.00,100.00%
Resource Long Name,2017_EML,27,27,1.00,100.00%
Resource Status,2017_EML,27,27,1.00,100.00%
Resource Title,2017_EML,27,27,1.00,100.00%
Resource Use Constraints,2017_EML,27,27,1.00,100.00%
Resource on-line Link,2017_EML,27,27,1.00,100.00%
Rights,2017_EML,27,27,1.00,100.00%
Security Constraints,2017_EML,27,27,1.00,100.00%
Southernmost Latitude,2017_EML,169,27,6.26,100.00%
Spatial Extent,2017_EML,169,27,6.26,100.00%
Start Time,2017_EML,27,27,1.00,100.00%
Taxonomic Extent,2017_EML,4,4,0.15,14.81%
Temporal Extent,2017_EML,27,27,1.00,100.00%
Unknown,2017_EML,6480,27,240.00,100.00%
Westernmost Longitude,2017_EML,169,27,6.26,100.00%
