Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CDR_2017_EML,320.0,320.0,1.0,1.0
Resource Identifier,CDR_2017_EML,320.0,320.0,1.0,1.0
Resource Title,CDR_2017_EML,320.0,320.0,1.0,1.0
Author / Originator,CDR_2017_EML,320.0,320.0,1.0,1.0
Metadata Contact,CDR_2017_EML,320.0,320.0,1.0,1.0
Contributor Name,CDR_2017_EML,0.0,0.0,0.0,0.0
Publisher,CDR_2017_EML,0.0,0.0,0.0,0.0
Publication Date,CDR_2017_EML,320.0,320.0,1.0,1.0
Resource Contact,CDR_2017_EML,320.0,320.0,1.0,1.0
Abstract,CDR_2017_EML,320.0,320.0,1.0,1.0
Keyword,CDR_2017_EML,6320.0,297.0,19.75,0.928125
Resource Distribution,CDR_2017_EML,0.0,0.0,0.0,0.0
Spatial Extent,CDR_2017_EML,320.0,320.0,1.0,1.0
Taxonomic Extent,CDR_2017_EML,0.0,0.0,0.0,0.0
Temporal Extent,CDR_2017_EML,320.0,320.0,1.0,1.0
Maintenance,CDR_2017_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CDR_2017_EML,320.0,320.0,1.0,1.0
Process Step,CDR_2017_EML,312.0,312.0,0.97,0.975
Project Description,CDR_2017_EML,0.0,0.0,0.0,0.0
Entity Type Definition,CDR_2017_EML,320.0,320.0,1.0,1.0
Attribute Definition,CDR_2017_EML,3792.0,320.0,11.85,1.0
Resource Access Constraints,CDR_2017_EML,320.0,320.0,1.0,1.0
Resource Format,CDR_2017_EML,320.0,320.0,1.0,1.0
Attribute List,CDR_2017_EML,320.0,320.0,1.0,1.0
Attribute Constraints,CDR_2017_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CDR_2017_EML,0.0,0.0,0.0,0.0
