XPath,CDR_2010_EML,CDR_2011_EML,CDR_2012_EML,CDR_2015_EML,CDR_2017_EML,CDR_2018_EML
/eml:eml/@packageId,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@scope,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@system,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@authSystem,0.996078431372549,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@order,0.996078431372549,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@scope,0.996078431372549,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@system,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/access/allow/permission,0.996078431372549,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/principal,0.996078431372549,1.0,1.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@convention,0.9647058823529412,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@constantToSI,0.9137254901960784,0.8,0.6932515337423313,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.9450980392156862,0.9142857142857144,0.8404907975460123,0.3516483516483517,0.33125,0.3609022556390977
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,0.9137254901960784,0.8,0.6932515337423313,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,0.9450980392156862,0.9142857142857144,0.8404907975460123,0.3516483516483517,0.33125,0.3609022556390977
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,0.9450980392156862,0.9142857142857144,0.8404907975460123,0.3516483516483517,0.33125,0.3609022556390977
/eml:eml/additionalMetadata/unitList/unit/@id,0.0039215686274509795,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/abstract/para,0.4509803921568628,0.4714285714285714,0.6226993865030674,0.9633699633699634,0.9875,0.9924812030075189
/eml:eml/dataset/abstract/para/literalLayout,0.5490196078431373,0.5285714285714286,0.2576687116564417,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/contact/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/individualName/givenName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/individualName/surName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/onlineUrl,0.0,0.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/contact/organizationName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/phone,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/phone/@phonetype,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/positionName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@id,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/creator/individualName/givenName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/individualName/surName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/userId,0.0,0.0,0.0,0.0,0.003125,0.005639097744360902
/eml:eml/dataset/creator/userId/@directory,0.0,0.0,0.0,0.0,0.003125,0.005639097744360902
/eml:eml/dataset/dataTable/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,0.9686274509803922,0.8428571428571429,0.7975460122699386,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/dateTimePrecision,0.9843137254901959,0.6571428571428571,0.030674846625766868,0.271978021978022,0.2625,0.2518796992481203
