XPath,PAL_2007_EML,PAL_2011_EML,PAL_2015_EML,PAL_2016_EML,PAL_2017_EML
/eml:eml/@packageId,1.0,1.0,1.0,1.0,1.0
/eml:eml/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/@system,1.0,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@authSystem,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/@order,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/@scope,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/@system,0.0,0.0,1.0,1.0,1.0
/eml:eml/access/allow/permission,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/principal,0.0,1.0,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@convention,0.0,1.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@xsi:schemaLocation,0.0,1.0,0.9824561403508772,0.8939393939393939,0.9136690647482014
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@abbreviation,0.0,1.0,0.9824561403508772,0.8939393939393939,0.9136690647482014
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@constantToSI,0.0,1.0,0.8771929824561403,0.7878787878787878,0.7625899280575541
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.0,1.0,0.9824561403508772,0.8939393939393939,0.9136690647482014
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,0.0,1.0,0.8771929824561403,0.7878787878787878,0.7625899280575541
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,0.0,1.0,0.9824561403508772,0.8939393939393939,0.9136690647482014
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,0.0,0.8484848484848485,0.8771929824561403,0.7878787878787878,0.7625899280575541
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,0.0,1.0,0.9824561403508772,0.8939393939393939,0.9136690647482014
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,0.0,1.0,0.9824561403508772,0.8787878787878788,0.9136690647482014
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/@id,0.0,1.0,0.9824561403508772,0.8939393939393939,0.9136690647482014
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/@name,0.0,1.0,0.9824561403508772,0.8939393939393939,0.9136690647482014
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/stmml:dimension/@name,0.0,1.0,0.9824561403508772,0.8939393939393939,0.9136690647482014
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/stmml:dimension/@power,0.0,1.0,0.6491228070175439,0.6363636363636364,0.5683453237410072
/eml:eml/dataset/@scope,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/abstract,0.0,0.0,0.0,0.6515151515151515,0.7697841726618705
/eml:eml/dataset/abstract/section/para,0.0,0.0,0.4035087719298245,0.0,0.0
/eml:eml/dataset/access/@authSystem,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,1.0
/eml:eml/dataset/associatedParty/electronicMailAddress,0.0,0.0,0.0,0.015151515151515154,0.0
/eml:eml/dataset/associatedParty/individualName/givenName,0.0,0.0,0.0,0.015151515151515154,0.0
/eml:eml/dataset/associatedParty/individualName/surName,0.0,0.0,0.0,0.015151515151515154,0.0
/eml:eml/dataset/associatedParty/organizationName,0.0,0.0,0.0,0.015151515151515154,0.0
/eml:eml/dataset/associatedParty/role,0.0,0.0,0.0,0.015151515151515154,0.0
/eml:eml/dataset/contact/@scope,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/contact/address/country,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/contact/address/deliveryPoint,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/contact/electronicMailAddress,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/contact/individualName/givenName,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/contact/individualName/surName,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/contact/onlineUrl,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/contact/organizationName,1.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/contact/phone,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/contact/phone/@phonetype,0.0,0.0,1.0,1.0,0.0
/eml:eml/dataset/contact/positionName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,0.0,0.0,0.9856115107913668
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,0.0,0.0,0.9856115107913668
/eml:eml/dataset/creator/@scope,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/creator/address/@scope,0.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/creator/address/administrativeArea,0.0,0.0,1.0,0.9848484848484848,1.0
/eml:eml/dataset/creator/address/city,0.0,0.0,1.0,0.9848484848484848,1.0
/eml:eml/dataset/creator/address/country,0.0,0.0,1.0,0.9848484848484848,1.0
/eml:eml/dataset/creator/address/deliveryPoint,0.0,0.0,1.0,0.9848484848484848,1.0
/eml:eml/dataset/creator/address/postalCode,0.0,0.0,1.0,0.9848484848484848,1.0
/eml:eml/dataset/creator/electronicMailAddress,0.0,0.0,1.0,0.9696969696969696,0.9784172661870504
/eml:eml/dataset/creator/individualName/givenName,0.0,1.0,0.9473684210526316,0.9848484848484848,0.9856115107913668
/eml:eml/dataset/creator/individualName/surName,0.0,1.0,0.9473684210526316,0.9848484848484848,0.9856115107913668
/eml:eml/dataset/creator/onlineUrl,0.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/creator/organizationName,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/positionName,1.0,1.0,0.05263157894736842,0.0,0.0
/eml:eml/dataset/dataTable/@id,0.0,0.0,0.0,0.9090909090909092,0.9352517985611509
/eml:eml/dataset/dataTable/@scope,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,0.0,0.0,0.0,0.9090909090909092,0.9352517985611509
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,1.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,1.0,1.0,1.0,0.9090909090909092,0.9352517985611509
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,0.0,1.0,1.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,1.0,1.0,1.0,0.9090909090909092,0.9352517985611509
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.0,1.0,0.8947368421052632,0.42424242424242425,0.5179856115107914
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/datetime/formatString,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,1.0,0.7575757575757576,0.8245614035087719,0.6818181818181818,0.7338129496402878
