Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,CCE_2015_EML,40.0,40.0,1.0,1.0
Resource Identifier,CCE_2015_EML,40.0,40.0,1.0,1.0
Resource Title,CCE_2015_EML,40.0,40.0,1.0,1.0
Author / Originator,CCE_2015_EML,87.0,40.0,2.17,1.0
Metadata Contact,CCE_2015_EML,0.0,0.0,0.0,0.0
Contributor Name,CCE_2015_EML,0.0,0.0,0.0,0.0
Publisher,CCE_2015_EML,40.0,40.0,1.0,1.0
Publication Date,CCE_2015_EML,40.0,40.0,1.0,1.0
Resource Contact,CCE_2015_EML,80.0,40.0,2.0,1.0
Abstract,CCE_2015_EML,40.0,40.0,1.0,1.0
Keyword,CCE_2015_EML,204.0,40.0,5.1,1.0
Resource Distribution,CCE_2015_EML,40.0,40.0,1.0,1.0
Spatial Extent,CCE_2015_EML,0.0,0.0,0.0,0.0
Taxonomic Extent,CCE_2015_EML,0.0,0.0,0.0,0.0
Temporal Extent,CCE_2015_EML,0.0,0.0,0.0,0.0
Maintenance,CCE_2015_EML,0.0,0.0,0.0,0.0
Resource Use Constraints,CCE_2015_EML,40.0,40.0,1.0,1.0
Process Step,CCE_2015_EML,39.0,39.0,0.97,0.975
Project Description,CCE_2015_EML,0.0,0.0,0.0,0.0
Entity Type Definition,CCE_2015_EML,40.0,40.0,1.0,1.0
Attribute Definition,CCE_2015_EML,836.0,40.0,20.9,1.0
Resource Access Constraints,CCE_2015_EML,40.0,40.0,1.0,1.0
Resource Format,CCE_2015_EML,40.0,40.0,1.0,1.0
Attribute List,CCE_2015_EML,40.0,40.0,1.0,1.0
Attribute Constraints,CCE_2015_EML,0.0,0.0,0.0,0.0
Resource Quality Description,CCE_2015_EML,0.0,0.0,0.0,0.0
