XPath,SGS_2011_EML,SGS_2012_EML,SGS_2013_EML,SGS_2015_EML
/eml:eml/@packageId,1.0,1.0,1.0,1.0
/eml:eml/@scope,1.0,1.0,1.0,1.0
/eml:eml/@system,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0,1.0,1.0
/eml:eml/access/@authSystem,0.9244186046511628,1.0,1.0,1.0
/eml:eml/access/@order,0.9244186046511628,1.0,1.0,1.0
/eml:eml/access/@scope,0.9244186046511628,1.0,1.0,1.0
/eml:eml/access/@system,0.0,0.0,0.0,1.0
/eml:eml/access/allow/permission,0.9244186046511628,1.0,1.0,1.0
/eml:eml/access/allow/principal,0.9244186046511628,1.0,1.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@xsi:schemaLocation,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@abbreviation,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@constantToSI,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/@id,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/@name,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/stmml:dimension/@name,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unitType/stmml:dimension/@power,0.4563953488372093,0.6458333333333334,1.0,0.8348623853211009
/eml:eml/additionalMetadata/metadata/unitList/unit/@abbreviation,0.0,0.02083333333333333,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@id,0.0,0.02083333333333333,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/@unitType,0.0,0.02083333333333333,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/unit/description,0.0,0.02083333333333333,0.0,0.0
/eml:eml/dataset/@scope,0.3430232558139535,0.16666666666666666,0.0,0.0
/eml:eml/dataset/abstract/para,0.0,0.0,0.0,0.009174311926605505
/eml:eml/dataset/abstract/para/literalLayout,0.9825581395348836,1.0,1.0,0.0
/eml:eml/dataset/abstract/section/para,0.0,0.0,0.0,0.9908256880733946
/eml:eml/dataset/access/@authSystem,0.0755813953488372,0.0,0.0,0.0
/eml:eml/dataset/access/@order,0.0755813953488372,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,0.0755813953488372,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,0.0755813953488372,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,0.0755813953488372,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/para,0.0,0.0,0.0,0.009174311926605505
/eml:eml/dataset/additionalInfo/section/para/literalLayout,0.11918604651162792,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/section/title,0.11918604651162792,0.0,0.0,0.009174311926605505
/eml:eml/dataset/alternateIdentifier,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/@scope,0.3430232558139535,0.16666666666666666,0.0,0.0
/eml:eml/dataset/contact/address/@scope,0.3430232558139535,0.16666666666666666,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/country,0.9970930232558141,1.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/individualName/givenName,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/individualName/surName,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/onlineUrl,0.3691860465116279,0.3958333333333333,0.6666666666666666,1.0
/eml:eml/dataset/contact/organizationName,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/phone,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/phone/@phonetype,1.0,1.0,1.0,1.0
/eml:eml/dataset/contact/positionName,0.8459302325581395,0.9583333333333334,1.0,1.0
