XPath,1041.1.xml,2006.1.xml,2008.1.xml,2008.2.xml,2009.1.xml,5009.1.xml,5010.1.xml,5011.1.xml,5013.1.xml
/eml:eml/@packageId,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@scope,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@system,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
/eml:eml/access/@authSystem,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/permission,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/access/allow/principal,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/@xsi:schemaLocation,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@abbreviation,1.0,1.0,6.0,6.0,3.0,9.0,9.0,11.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@constantToSI,1.0,0.0,2.0,2.0,1.0,4.0,3.0,4.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,3.0,1.0,13.0,13.0,5.0,12.0,13.0,14.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,1.0,0.0,4.0,4.0,3.0,3.0,6.0,5.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,3.0,1.0,13.0,13.0,5.0,12.0,13.0,14.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,0.0,0.0,4.0,4.0,3.0,6.0,9.0,9.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,1.0,1.0,6.0,6.0,3.0,7.0,9.0,8.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,3.0,0.0,13.0,13.0,5.0,12.0,12.0,14.0,1.0
/eml:eml/dataset/@id,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/abstract,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/abstract/para,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0
/eml:eml/dataset/abstract/para/emphasis,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para/subscript,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para/ulink,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/para/ulink/@url,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract/section/para,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
/eml:eml/dataset/abstract/section/para/emphasis,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0
/eml:eml/dataset/abstract/section/para/subscript,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
/eml:eml/dataset/abstract/section/para/superscript,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
/eml:eml/dataset/abstract/section/para/ulink,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
