Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,MCR_2013_EML,10.0,10.0,1.0,1.0
Resource Identifier,MCR_2013_EML,10.0,10.0,1.0,1.0
Resource Title,MCR_2013_EML,10.0,10.0,1.0,1.0
Author / Originator,MCR_2013_EML,24.0,10.0,2.4,1.0
Metadata Contact,MCR_2013_EML,4.0,4.0,0.4,0.4
Contributor Name,MCR_2013_EML,14.0,10.0,1.4,1.0
Publisher,MCR_2013_EML,8.0,8.0,0.8,0.8
Publication Date,MCR_2013_EML,10.0,10.0,1.0,1.0
Resource Contact,MCR_2013_EML,10.0,10.0,1.0,1.0
Abstract,MCR_2013_EML,10.0,10.0,1.0,1.0
Keyword,MCR_2013_EML,210.0,10.0,21.0,1.0
Resource Distribution,MCR_2013_EML,8.0,8.0,0.8,0.8
Spatial Extent,MCR_2013_EML,30.0,10.0,3.0,1.0
Taxonomic Extent,MCR_2013_EML,2.0,2.0,0.2,0.2
Temporal Extent,MCR_2013_EML,10.0,10.0,1.0,1.0
Maintenance,MCR_2013_EML,10.0,10.0,1.0,1.0
Resource Use Constraints,MCR_2013_EML,10.0,10.0,1.0,1.0
Process Step,MCR_2013_EML,10.0,10.0,1.0,1.0
Project Description,MCR_2013_EML,7.0,7.0,0.7,0.7
Entity Type Definition,MCR_2013_EML,46.0,10.0,4.6,1.0
Attribute Definition,MCR_2013_EML,604.0,10.0,60.4,1.0
Resource Access Constraints,MCR_2013_EML,10.0,10.0,1.0,1.0
Resource Format,MCR_2013_EML,46.0,10.0,4.6,1.0
Attribute List,MCR_2013_EML,46.0,10.0,4.6,1.0
Attribute Constraints,MCR_2013_EML,12.0,4.0,1.2,0.4
Resource Quality Description,MCR_2013_EML,0.0,0.0,0.0,0.0
