XPath,289.1.xml,289.2.xml,289.3.xml,289.4.xml,290.1.xml,290.2.xml,291.1.xml,298.2.xml,299.1.xml,300.1.xml
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/singleDateTime/calendarDate,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
/eml:eml/dataset/creator,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,12.0
/eml:eml/dataset/creator/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
/eml:eml/dataset/creator/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
/eml:eml/dataset/creator/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/address/deliveryPoint,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0
/eml:eml/dataset/creator/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
/eml:eml/dataset/creator/electronicMailAddress,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,12.0
/eml:eml/dataset/creator/individualName/givenName,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0
/eml:eml/dataset/creator/individualName/surName,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,6.0
/eml:eml/dataset/creator/organizationName,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0
/eml:eml/dataset/creator/phone,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0
/eml:eml/dataset/creator/phone/@phonetype,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/creator/positionName,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/dataTable/attributeList,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,16.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeLabel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,16.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,16.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,35.0,13.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,35.0,13.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/precision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0
/eml:eml/dataset/dataTable/entityDescription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0
/eml:eml/dataset/dataTable/entityName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0
/eml:eml/dataset/dataTable/physical/dataFormat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
/eml:eml/dataset/dataTable/physical/objectName,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0
/eml:eml/dataset/distribution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/distribution/online/url/@function,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/intellectualRights,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/intellectualRights/section/para,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
/eml:eml/dataset/intellectualRights/section/title,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/keywordSet/keyword,11.0,11.0,11.0,11.0,112.0,112.0,95.0,5.0,5.0,2.0
/eml:eml/dataset/keywordSet/keywordThesaurus,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
/eml:eml/dataset/language,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/maintenance,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/maintenance/description/para,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/deliveryPoint,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/electronicMailAddress,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/metadataProvider/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/methods,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/methods/methodStep/description/section/para,6.0,6.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0
/eml:eml/dataset/methods/qualityControl,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/methods/qualityControl/description/para,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/project,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
/eml:eml/dataset/project/abstract/para,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/project/personnel/address/administrativeArea,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
/eml:eml/dataset/project/personnel/address/city,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0
/eml:eml/dataset/project/personnel/address/country,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/project/personnel/address/deliveryPoint,0.0,0.0,0.0,0.0,5.0,5.0,2.0,4.0,4.0,0.0
/eml:eml/dataset/project/personnel/address/postalCode,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0
/eml:eml/dataset/project/personnel/electronicMailAddress,0.0,0.0,0.0,0.0,5.0,5.0,3.0,5.0,5.0,0.0
/eml:eml/dataset/project/personnel/individualName/givenName,0.0,0.0,0.0,0.0,4.0,4.0,3.0,5.0,5.0,0.0
/eml:eml/dataset/project/personnel/individualName/surName,0.0,0.0,0.0,0.0,5.0,5.0,3.0,5.0,5.0,0.0
/eml:eml/dataset/project/personnel/organizationName,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0
/eml:eml/dataset/project/personnel/phone,0.0,0.0,0.0,0.0,7.0,7.0,4.0,6.0,6.0,0.0
/eml:eml/dataset/project/personnel/phone/@phonetype,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0
/eml:eml/dataset/project/personnel/role,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/project/title,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
/eml:eml/dataset/pubDate,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/pubPlace,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/administrativeArea,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/city,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/country,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/deliveryPoint,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/address/postalCode,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/publisher/electronicMailAddress,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
/eml:eml/dataset/publisher/organizationName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/dataset/purpose,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/purpose/para,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
/eml:eml/dataset/shortName,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/attributeDefinition,3.0,3.0,3.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/attributeLabel,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/attributeName,3.0,3.0,3.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/unit/customUnit,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/ratio/unit/standardUnit,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/attributeList/attribute/storageType,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/cellGeometry,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/cellSizeXDirection,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/cellSizeYDirection,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/columns,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/entityDescription,0.0,0.0,0.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/entityName,3.0,3.0,3.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/georeferenceInfo/cornerPoint/corner,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/georeferenceInfo/cornerPoint/pointInPixel,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/georeferenceInfo/cornerPoint/xCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/georeferenceInfo/cornerPoint/yCoordinate,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/horizontalAccuracy/accuracyReport,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/numberOfBands,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/physical/dataFormat/externallyDefinedFormat/formatName,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/physical/distribution/online/url,0.0,0.0,3.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/physical/distribution/online/url/@function,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/physical/objectName,0.0,0.0,3.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/rasterOrigin,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/rows,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/@name,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/geogCoordSys/@name,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/geogCoordSys/datum/@name,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/geogCoordSys/primeMeridian/@longitude,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/geogCoordSys/primeMeridian/@name,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/geogCoordSys/spheroid/@denomFlatRatio,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/geogCoordSys/spheroid/@name,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/geogCoordSys/spheroid/@semiAxisMajor,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/geogCoordSys/unit/@name,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/@name,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/datum/@name,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/primeMeridian/@longitude,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/primeMeridian/@name,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@denomFlatRatio,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@name,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@semiAxisMajor,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/unit/@name,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/@name,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter/@name,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter/@value,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/unit/@name,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/verticalAccuracy/accuracyReport,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialRaster/verticals,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/spatialVector/@id,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
