XPath,4550.1.xml,4550.2.xml,4550.3.xml
/eml:eml/@packageId,1.0,1.0,1.0
/eml:eml/@system,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0,1.0
/eml:eml/access,5.0,5.0,5.0
/eml:eml/access/@authSystem,1.0,1.0,1.0
/eml:eml/access/@order,1.0,1.0,1.0
/eml:eml/access/@scope,1.0,1.0,1.0
/eml:eml/access/allow/permission,2.0,2.0,2.0
/eml:eml/access/allow/principal,2.0,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,2.0,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,2.0,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,2.0,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,2.0,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,2.0,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,2.0,2.0,2.0
/eml:eml/dataset/abstract,1.0,1.0,1.0
/eml:eml/dataset/abstract/para,0.0,1.0,1.0
/eml:eml/dataset/additionalInfo,1.0,1.0,1.0
/eml:eml/dataset/additionalInfo/para,0.0,2.0,2.0
/eml:eml/dataset/alternateIdentifier,1.0,1.0,1.0
/eml:eml/dataset/associatedParty,4.0,4.0,4.0
/eml:eml/dataset/associatedParty/address/administrativeArea,1.0,1.0,1.0
/eml:eml/dataset/associatedParty/address/city,1.0,1.0,1.0
/eml:eml/dataset/associatedParty/address/country,1.0,1.0,1.0
/eml:eml/dataset/associatedParty/address/deliveryPoint,3.0,3.0,3.0
/eml:eml/dataset/associatedParty/address/postalCode,2.0,2.0,2.0
/eml:eml/dataset/associatedParty/electronicMailAddress,4.0,4.0,4.0
/eml:eml/dataset/associatedParty/individualName/givenName,7.0,7.0,7.0
/eml:eml/dataset/associatedParty/individualName/surName,4.0,4.0,4.0
