Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,PIE_2011_EML,3.0,3.0,1.0,1.0
Resource Identifier,PIE_2011_EML,3.0,3.0,1.0,1.0
Resource Title,PIE_2011_EML,3.0,3.0,1.0,1.0
Author / Originator,PIE_2011_EML,5.0,3.0,1.67,1.0
Metadata Contact,PIE_2011_EML,3.0,3.0,1.0,1.0
Contributor Name,PIE_2011_EML,4.0,3.0,1.33,1.0
Publisher,PIE_2011_EML,3.0,3.0,1.0,1.0
Publication Date,PIE_2011_EML,3.0,3.0,1.0,1.0
Resource Contact,PIE_2011_EML,3.0,3.0,1.0,1.0
Abstract,PIE_2011_EML,3.0,3.0,1.0,1.0
Keyword,PIE_2011_EML,36.0,3.0,12.0,1.0
Resource Distribution,PIE_2011_EML,3.0,3.0,1.0,1.0
Spatial Extent,PIE_2011_EML,6.0,3.0,2.0,1.0
Taxonomic Extent,PIE_2011_EML,1.0,1.0,0.33,0.3333333333333333
Temporal Extent,PIE_2011_EML,3.0,3.0,1.0,1.0
Maintenance,PIE_2011_EML,3.0,3.0,1.0,1.0
Resource Use Constraints,PIE_2011_EML,3.0,3.0,1.0,1.0
Process Step,PIE_2011_EML,3.0,3.0,1.0,1.0
Project Description,PIE_2011_EML,3.0,3.0,1.0,1.0
Entity Type Definition,PIE_2011_EML,3.0,3.0,1.0,1.0
Attribute Definition,PIE_2011_EML,33.0,3.0,11.0,1.0
Resource Access Constraints,PIE_2011_EML,2.0,2.0,0.67,0.6666666666666666
Resource Format,PIE_2011_EML,3.0,3.0,1.0,1.0
Attribute List,PIE_2011_EML,3.0,3.0,1.0,1.0
Attribute Constraints,PIE_2011_EML,0.0,0.0,0.0,0.0
Resource Quality Description,PIE_2011_EML,0.0,0.0,0.0,0.0
