XPath,67.15.xml,67.16.xml
/eml:eml/@packageId,1,1
/eml:eml/@scope,1,1
/eml:eml/@system,1,1
/eml:eml/@xsi:schemaLocation,1,1
/eml:eml/access,5,5
/eml:eml/access/@authSystem,1,1
/eml:eml/access/@order,1,1
/eml:eml/access/@scope,1,1
/eml:eml/access/@system,1,1
/eml:eml/access/allow/permission,2,2
/eml:eml/access/allow/principal,2,2
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@abbreviation,3,3
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@constantToSI,1,1
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@id,3,3
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@multiplierToSI,1,1
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@name,3,3
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@parentSI,1,1
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@unitType,1,1
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/stmml:description,3,3
/eml:eml/dataset/abstract,1,1
/eml:eml/dataset/abstract/para,1,1
/eml:eml/dataset/alternateIdentifier,2,2
/eml:eml/dataset/alternateIdentifier/@system,1,1
/eml:eml/dataset/associatedParty,14,14
/eml:eml/dataset/associatedParty/individualName/givenName,14,14
/eml:eml/dataset/associatedParty/individualName/surName,14,14
/eml:eml/dataset/associatedParty/role,1,1
/eml:eml/dataset/contact,1,1
/eml:eml/dataset/contact/address/administrativeArea,1,1
/eml:eml/dataset/contact/address/city,1,1
/eml:eml/dataset/contact/address/country,1,1
/eml:eml/dataset/contact/address/deliveryPoint,1,1
/eml:eml/dataset/contact/address/postalCode,1,1
/eml:eml/dataset/contact/electronicMailAddress,1,1
/eml:eml/dataset/contact/onlineUrl,1,1
/eml:eml/dataset/contact/phone,1,1
/eml:eml/dataset/contact/phone/@phonetype,1,1
/eml:eml/dataset/contact/positionName,1,1
/eml:eml/dataset/coverage/geographicCoverage,2,2
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates,2,2
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,2,2
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,2,2
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,2,2
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,2,2
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,2,2
/eml:eml/dataset/coverage/temporalCoverage,1,1
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1,1
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate,1,1
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1,1
/eml:eml/dataset/creator,2,2
/eml:eml/dataset/creator/address/administrativeArea,1,1
/eml:eml/dataset/creator/address/city,1,1
/eml:eml/dataset/creator/address/country,1,1
/eml:eml/dataset/creator/address/deliveryPoint,1,1
/eml:eml/dataset/creator/address/postalCode,1,1
/eml:eml/dataset/creator/electronicMailAddress,2,2
/eml:eml/dataset/creator/individualName/givenName,1,1
/eml:eml/dataset/creator/individualName/surName,1,1
/eml:eml/dataset/creator/organizationName,2,2
/eml:eml/dataset/dataTable/additionalInfo/section/para,1,1
/eml:eml/dataset/dataTable/additionalInfo/section/title,1,1
/eml:eml/dataset/dataTable/attributeList,1,1
/eml:eml/dataset/dataTable/attributeList/attribute/attributeDefinition,16,16
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,17,17
