XPath,HBR_2005_EML,HBR_2007_EML,HBR_2008_EML,HBR_2010_EML,HBR_2015_EML,HBR_2016_EML,HBR_2017_EML,HBR_2018_EML
/eml:eml/@packageId,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@scope,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@system,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/@xsi:schemaLocation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
/eml:eml/access/@authSystem,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/@order,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/@scope,0.0,0.0,0.0,0.0,1.0,0.99,1.0,1.0
/eml:eml/access/@system,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
/eml:eml/access/allow/permission,0.0,0.0,0.0,0.0,2.0,1.99,2.0,2.0
/eml:eml/access/allow/principal,0.0,0.0,0.0,0.0,2.0,1.99,2.0,2.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@abbreviation,0.0,0.0,0.0,0.0,0.83,0.79,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@constantToSI,0.0,0.0,0.0,0.0,0.21,0.35,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.0,0.0,0.0,0.0,1.08,0.94,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@multiplierToSI,0.0,0.0,0.0,0.0,0.38,0.43,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@name,0.0,0.0,0.0,0.0,1.08,0.94,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@parentSI,0.0,0.0,0.0,0.0,0.62,0.72,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@unitType,0.0,0.0,0.0,0.0,0.69,0.49,0.0,0.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/stmml:description,0.0,0.0,0.0,0.0,1.08,0.94,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@abbreviation,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@constantToSI,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@id,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@multiplierToSI,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@name,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@parentSI,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/@unitType,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unit/stmml:description,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@abbreviation,0.0,0.0,0.0,0.0,0.12,0.3,0.11,3.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@constantToSI,0.0,0.0,0.0,0.0,0.02,0.11,0.0,1.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@id,0.0,0.0,0.0,0.0,0.12,0.31,0.33,3.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@multiplierToSI,0.0,0.0,0.0,0.0,0.02,0.13,0.0,1.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@name,0.0,0.0,0.0,0.0,0.12,0.31,0.33,3.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@parentSI,0.0,0.0,0.0,0.0,0.02,0.14,0.22,1.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/@unitType,0.0,0.0,0.0,0.0,0.02,0.2,0.22,1.0
/eml:eml/additionalMetadata/metadata/unitList/stmml:unitList/stmml:unit/stmml:description,0.0,0.0,0.0,0.0,0.12,0.3,0.33,3.0
/eml:eml/additionalMetadata/unitList/@convention,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@abbreviation,0.28,1.33,0.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@constantToSI,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@id,0.29,1.33,0.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@multiplierToSI,0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@name,0.29,1.33,0.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@parentSI,0.21,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@parentSi,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/@unitType,0.01,1.22,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/additionalMetadata/unitList/unit/description,0.29,1.33,0.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@id,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/@scope,1.0,1.0,1.0,1.0,0.04,0.07,0.89,0.0
/eml:eml/dataset/@system,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/abstract,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
/eml:eml/dataset/abstract/para,0.12,0.0,0.0,0.0,1.0,1.01,1.22,1.0
/eml:eml/dataset/abstract/para/superscript,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
/eml:eml/dataset/access/@authSystem,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@order,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/@scope,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/permission,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/access/allow/principal,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/additionalInfo/para,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/alternateIdentifier,0.0,0.0,0.0,0.0,1.0,0.78,2.0,2.0
/eml:eml/dataset/alternateIdentifier/@system,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
/eml:eml/dataset/associatedParty/@scope,2.22,2.89,2.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/@scope,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/address/administrativeArea,1.87,0.0,0.0,0.0,0.58,0.36,0.33,0.0
/eml:eml/dataset/associatedParty/address/city,1.87,0.0,0.0,0.0,0.58,0.36,0.33,0.0
/eml:eml/dataset/associatedParty/address/country,1.79,0.0,0.0,0.0,0.54,0.36,0.33,0.0
/eml:eml/dataset/associatedParty/address/deliveryPoint,0.07,0.0,0.0,0.0,0.27,0.26,0.33,0.0
/eml:eml/dataset/associatedParty/address/postalCode,1.81,0.0,0.0,0.0,0.56,0.36,0.33,0.0
/eml:eml/dataset/associatedParty/electronicMailAddress,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0
/eml:eml/dataset/associatedParty/individualName/givenName,2.19,2.89,2.0,0.0,2.38,0.77,0.78,14.0
/eml:eml/dataset/associatedParty/individualName/surName,2.22,2.89,2.0,0.0,2.38,0.77,0.78,14.0
/eml:eml/dataset/associatedParty/organizationName,1.85,0.0,0.0,0.0,1.4,0.43,0.33,0.0
/eml:eml/dataset/associatedParty/phone,0.0,0.0,0.0,0.0,0.19,0.14,0.33,0.0
/eml:eml/dataset/associatedParty/phone/@phonetype,0.0,0.0,0.0,0.0,0.19,0.14,0.33,0.0
/eml:eml/dataset/associatedParty/role,1.05,2.89,2.0,0.0,2.38,0.77,0.78,14.0
/eml:eml/dataset/contact/@scope,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/@scope,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/address/administrativeArea,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/address/city,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/address/country,0.98,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/address/deliveryPoint,1.1,1.44,2.0,1.0,3.0,3.02,1.0,1.0
/eml:eml/dataset/contact/address/postalCode,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/electronicMailAddress,0.98,1.0,1.0,1.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/contact/individualName/givenName,1.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0
/eml:eml/dataset/contact/individualName/salutation,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/contact/individualName/surName,1.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0
/eml:eml/dataset/contact/onlineUrl,0.0,0.0,0.0,0.0,2.0,1.99,1.0,1.0
/eml:eml/dataset/contact/organizationName,0.76,1.0,1.0,1.0,1.0,1.01,0.0,0.0
/eml:eml/dataset/contact/phone,1.14,0.78,0.0,1.0,3.0,3.01,1.0,1.0
/eml:eml/dataset/contact/phone/@phonetype,1.14,0.78,0.0,1.0,3.0,3.01,1.0,1.0
/eml:eml/dataset/contact/positionName,0.12,0.0,0.0,0.0,2.0,2.0,1.0,1.0
/eml:eml/dataset/coverage/@scope,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,3.14,3.11,2.0,11.0,0.0,0.0,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,1.68,0.0,0.0,11.0,4.46,2.04,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,1.68,0.0,0.0,11.0,4.46,2.04,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,1.68,0.0,0.0,11.0,4.46,2.04,0.0,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,2.99,3.11,2.0,11.0,6.04,3.46,1.89,2.0
