Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,KNZ_2015_EML,143.0,143.0,1.0,1.0
Resource Identifier,KNZ_2015_EML,143.0,143.0,1.0,1.0
Resource Title,KNZ_2015_EML,143.0,143.0,1.0,1.0
Author / Originator,KNZ_2015_EML,145.0,143.0,1.01,1.0
Metadata Contact,KNZ_2015_EML,2.0,2.0,0.01,0.013986013986013986
Contributor Name,KNZ_2015_EML,1.0,1.0,0.01,0.006993006993006993
Publisher,KNZ_2015_EML,1.0,1.0,0.01,0.006993006993006993
Publication Date,KNZ_2015_EML,34.0,34.0,0.24,0.23776223776223776
Resource Contact,KNZ_2015_EML,307.0,143.0,2.15,1.0
Abstract,KNZ_2015_EML,143.0,143.0,1.0,1.0
Keyword,KNZ_2015_EML,1872.0,143.0,13.09,1.0
Resource Distribution,KNZ_2015_EML,143.0,143.0,1.0,1.0
Spatial Extent,KNZ_2015_EML,36.0,36.0,0.25,0.2517482517482518
Taxonomic Extent,KNZ_2015_EML,0.0,0.0,0.0,0.0
Temporal Extent,KNZ_2015_EML,139.0,139.0,0.97,0.9720279720279721
Maintenance,KNZ_2015_EML,9.0,9.0,0.06,0.06293706293706294
Resource Use Constraints,KNZ_2015_EML,12.0,12.0,0.08,0.08391608391608392
Process Step,KNZ_2015_EML,143.0,143.0,1.0,1.0
Project Description,KNZ_2015_EML,0.0,0.0,0.0,0.0
Entity Type Definition,KNZ_2015_EML,180.0,107.0,1.26,0.7482517482517482
Attribute Definition,KNZ_2015_EML,2962.0,107.0,20.71,0.7482517482517482
Resource Access Constraints,KNZ_2015_EML,143.0,143.0,1.0,1.0
Resource Format,KNZ_2015_EML,180.0,107.0,1.26,0.7482517482517482
Attribute List,KNZ_2015_EML,180.0,107.0,1.26,0.7482517482517482
Attribute Constraints,KNZ_2015_EML,0.0,0.0,0.0,0.0
Resource Quality Description,KNZ_2015_EML,0.0,0.0,0.0,0.0
