Concept,Collection,ConceptCount,RecordCount,AverageOccurrencePerRecord,CollectionOccurrence%
Number of Records,KNZ_2016_EML,100.0,100.0,1.0,1.0
Resource Identifier,KNZ_2016_EML,100.0,100.0,1.0,1.0
Resource Title,KNZ_2016_EML,100.0,100.0,1.0,1.0
Author / Originator,KNZ_2016_EML,108.0,100.0,1.08,1.0
Metadata Contact,KNZ_2016_EML,19.0,19.0,0.19,0.19
Contributor Name,KNZ_2016_EML,0.0,0.0,0.0,0.0
Publisher,KNZ_2016_EML,1.0,1.0,0.01,0.01
Publication Date,KNZ_2016_EML,100.0,100.0,1.0,1.0
Resource Contact,KNZ_2016_EML,200.0,100.0,2.0,1.0
Abstract,KNZ_2016_EML,100.0,100.0,1.0,1.0
Keyword,KNZ_2016_EML,1284.0,99.0,12.84,0.99
Resource Distribution,KNZ_2016_EML,100.0,100.0,1.0,1.0
Spatial Extent,KNZ_2016_EML,113.0,94.0,1.13,0.94
Taxonomic Extent,KNZ_2016_EML,0.0,0.0,0.0,0.0
Temporal Extent,KNZ_2016_EML,97.0,97.0,0.97,0.97
Maintenance,KNZ_2016_EML,7.0,7.0,0.07,0.07
Resource Use Constraints,KNZ_2016_EML,9.0,9.0,0.09,0.09
Process Step,KNZ_2016_EML,100.0,100.0,1.0,1.0
Project Description,KNZ_2016_EML,0.0,0.0,0.0,0.0
Entity Type Definition,KNZ_2016_EML,128.0,80.0,1.28,0.8
Attribute Definition,KNZ_2016_EML,2089.0,80.0,20.89,0.8
Resource Access Constraints,KNZ_2016_EML,100.0,100.0,1.0,1.0
Resource Format,KNZ_2016_EML,128.0,80.0,1.28,0.8
Attribute List,KNZ_2016_EML,128.0,80.0,1.28,0.8
Attribute Constraints,KNZ_2016_EML,0.0,0.0,0.0,0.0
Resource Quality Description,KNZ_2016_EML,0.0,0.0,0.0,0.0
